ID	hapR	vpsR	vpsT	vpsR,vpsT	vpsR,hapR	vpsT,hapR	vpsR,vpsT,hapR
VCA0122	-0.2588293	-0.307294739	-0.430338326	-0.401130085	-0.585797643	-0.219366589	-0.352343251
VCA0123	0.627427433	-0.103421321	0.018506009	-0.018187376	0.23441649	-0.120196985	0.065705132
VCA0124	-0.033436864	-0.042163656	-0.157760109	-0.241461103	-0.831205528	-0.192129501	-0.794017582
VCA0125	0.456185557	-0.562170719	-0.473854097	-0.433226332	-1.331234955	-0.044077226	0.550401575
VCA0126	1.007628697	0.98025225	1.336572852	-0.13409858	1.045218452	0.314676223	1.084821402
VCA0127	1.77036897	-0.246444446	0.079632073	-0.155909002	0.205085604	0.314321644	-0.22802048
VCA0128	2.28310435	-0.419782989	0.076491556	-0.173130782	0.826842222	0.89710835	-0.06313981
VCA0129	0.730892323	-0.278849898	-0.239986171	-0.293719136	0.316106293	0.489308659	-0.061925192
VCA0130	0.700788504	-0.61645937	-0.080538326	-0.703099137	0.020044304	0.333937514	-0.030353118
VCA0131	0.602732109	-0.164847572	0.017884924	-0.104482532	-0.00492723	0.272722652	0.140902696
VCA0132	-0.005992266	0.135841949	0.3315631	0.135669939	0.114539978	0.289175979	0.113108629
VCA0133	0.016697721	0.009898128	0.089029756	0.053331103	-0.284098977	0.090075722	-0.157459461
VCA0134	0.048938363	0.108478559	0.255454267	0.197549392	0.099432533	0.176140044	0.088442714
VCA0135	0.145507938	0.05526834	0.177946368	-0.071563534	0.155975804	0.204021837	-0.09812237
VCA0136	1.103233387	-0.060965997	0.030111973	0.348557618	2.014359619	0.638827129	0.407220576
VCA0137	1.664960288	0.385394702	0.259282312	0.64058987	2.168543026	0.821319265	0.53679777
VCA0138	-1.1859838	-0.967132056	4.271645073	0.123422344	#DIV/0!	1.601629385	#DIV/0!
VCA0139	3.005493831	-1.45205181	-0.558511038	-1.299543236	-2.147596441	-0.25514003	-0.783009831
VCA0140	0.10721173	-0.041742582	0.010746401	0.192959312	0.08640406	0.048626949	0.302915308
VCA0141	0.026841966	0.201591833	0.197845284	0.077759054	1.098894361	0.487925194	1.474856617
VCA0142	-0.171431936	0.053711627	0.294761434	0.0170286	0.070263897	0.215936577	1.2002112
VCA0143	0.811171013	-0.16693728	-0.05038643	-0.268879215	0.243173271	0.132179477	-0.378011207
VCA0144	0.072885145	-0.024890949	0.072152347	-0.177511672	-0.170429004	-0.062431178	-0.503968615
VCA0145	-0.025241112	-0.272078355	-0.523219629	-0.960307811	1.365544231	-0.333275429	#DIV/0!
VCA0146	0.693329238	0.291990511	0.043260879	-0.038499225	0.289231162	0.176052557	-0.034273895
VCA0147	0.19123317	0.013630499	0.079900256	-0.028370907	-0.270375476	0.127665807	-0.020356808
VCA0148_1	0.124955033	-0.320688061	0.142269527	-0.167999572	1.132962305	0.06080722	-0.080543999
VCA0148_2	0.117717877	0.195975371	-0.06723507	0.004863478	1.315668124	-0.183275493	-0.358044962
VCA0149	0.321839341	0.334903271	-0.003585171	-0.166893602	-0.592586695	-0.086589153	0.447522485
VCA0150	0.110027473	0.204959954	0.540726714	0.31488694	-0.078225565	0.237034488	-0.211315021
VCA0151	-0.089266721	-0.107171595	0.07733746	-0.195767314	0.092957831	-0.1297782	-0.067693294
VCA0152	0.747128542	0.241982458	0.102224856	-0.10466553	-0.04158443	0.214522027	0.622070754
VCA0153	0.115884237	0.18257579	-0.281267541	-0.341599145	-0.086745266	-0.063627166	0.35324248
VCA0154	0.034690207	0.071425704	0.244356522	0.209035927	-0.457852183	0.392956747	0.476111891
VCA0155	0.06872137	-0.354912041	0.030849279	-0.095866187	0.250481889	-0.023106465	0.40835166
VCA0156	0.444396747	1.08402665	-0.197548661	0.22691526	0.16329872	0.172979346	0.339849516
VCA0157	0.580470527	0.031773102	0.211400627	0.151611224	0.238410521	0.339431754	0.038021866
VCA0158	0.042138078	0.050870569	-0.15599061	0.177154952	-0.082813736	-0.125425947	1.083727724
VCA0159	0.223170165	-0.127644128	0.177192066	0.0777107	0.244105736	0.040185306	0.068456645
VCA0160	-0.249624905	0.320599365	0.157101368	-0.379953964	0.716958539	-0.313668438	-0.03681079
VCA0161	0.032424174	-0.180519424	-0.02031774	-0.231088976	0.583968167	0.446412295	-0.074534974
VCA0162	-0.178308723	0.040121604	0.178033625	0.154683859	-0.714368791	0.227292285	1.360781823
VCA0163	-0.131354718	0.676884091	0.706952359	0.717390056	0.329229041	0.382641687	0.803186183
VCA0164	0.315069825	-0.161318078	-0.049396445	0.034491165	-0.129251527	0.130519821	0.908625298
VCA0165	-0.399579098	0.704010829	0.330403999	0.487758721	0.654304311	0.076773542	0.364458715
VCA0166	1.357140265	0.860853501	0.509236166	0.430902004	1.536122618	0.364984128	0.409081951
VCA0167	0.367470002	-0.785651464	-0.686471163	-0.872050075	-0.627361194	-0.68589045	-0.953612884
VCA0168	-0.084541244	-0.458361388	-0.761309199	-0.795717459	-0.481292852	-0.458178932	-0.36246619
VCA0169	-0.031548736	-0.676951129	-0.690162905	-0.535663657	-0.1919809	-0.56114785	-0.184601429
VCA0170	0.054906453	-0.58698991	-0.604882618	-0.60493153	-0.433278996	-0.463793238	-0.180570875
VCA0171	0.065957456	-0.100382638	-0.088466264	-0.016625197	0.251304358	-0.008179274	0.095021116
VCA0172	-0.072450434	-0.376316606	-0.356406208	-0.437235649	-0.0919494	-0.186030316	0.105799238
VCA0173	0.336914488	0.199495294	0.554376938	0.494932335	0.80629199	0.245782264	0.424754634
VCA0174	0.114776991	-0.316279143	-0.196577044	-0.330069844	-0.096576301	-0.045558884	-0.057615194
VCA0175	0.245318058	-0.421096238	-0.197945309	-0.328579098	-0.320873379	-0.039196971	-0.097627953
VCA0176	-0.014260546	0.223399541	0.300110991	0.157160602	0.591178154	0.200000051	-0.027482991
VCA0177	-0.159567399	0.543261812	0.247871226	0.333537115	0.249925803	0.162661688	0.929437569
VCA0178	0.401530334	-0.45155231	-0.356757926	-0.505597952	-0.185326087	-0.140552889	-0.223624286
VCA0179	-0.628166994	0.960829947	1.08832978	1.05823113	-0.888104045	0.291663598	0.105940849
VCA0180	-0.26191447	0.645071227	-0.412568974	-0.442832991	-0.272304573	0.257234418	-0.350392594
VCA0181	0.260420864	0.377108504	0.251240602	0.229725869	0.267093808	0.293621213	-0.165238484
VCA0182	-0.080271813	-0.156816531	-0.001199853	0.013806402	0.132645092	0.051495118	0.303495945
VCA0183	0.072326073	0.027798136	0.088437504	0.253516482	0.006297905	0.217334525	0.292086266
VCA0184	0.637788109	0.272872439	0.521657826	0.126141137	0.795474998	0.077804423	0.382634307
VCA0185	0.342114672	2.277578896	0.793193179	2.168647378	1.146156302	0.825809845	1.301273225
VCA0186	-0.021306657	-0.198892112	-0.051874857	-0.145850217	-1.455761044	0.031080981	-0.765279288
VCA0187	0.027434339	0.39972525	0.508118815	0.363178687	0.323181449	0.407546962	0.155677635
VCA0188	0.12326105	0.007466309	-0.033764639	-0.126217786	-1.623965726	-0.141166261	0.428821062
VCA0189	-0.061280681	-0.057032225	-0.152874241	-0.089129828	-0.203479428	0.116842425	-0.012771505
VCA0190	-0.101279273	-0.150271459	-0.382789723	-0.301254094	-0.057630083	-0.168872778	0.153803813
VCA0191	-0.036486955	0.181663039	-0.154472163	-0.07891633	-0.062882571	0.143703094	0.06246286
VCA0192	-0.140569766	-0.643499421	-0.787176244	-0.715188725	-0.683626386	-0.410703656	-0.347363961
VCA0193	0.014025357	0.382030619	0.128339561	0.290712294	-0.118546535	0.207460887	-0.059045027
VCA0194	-0.19307587	-0.168016033	-0.308340076	-0.139554414	-0.442819248	-0.270234352	0.106460166
VCA0195	0.042933509	0.064075669	0.001741742	0.342999084	-0.006061507	0.269206298	0.009856344
VCA0196	0.562260566	-0.034342436	-0.125748728	-0.008419467	-0.591021865	0.658904648	-0.171914161
VCA0197	-0.224272158	0.181280711	-0.111986208	0.109015493	-0.707656624	0.274272234	0.537327636
VCA0198	1.5134628	0.323566615	0.43127855	0.171536439	2.421179756	1.052263836	1.58103798
VCA0199	-0.088415956	0.241068271	0.143786196	0.240345538	0.238618326	0.004157939	-0.17976409
VCA0200	-0.052652175	0.429466374	0.343868111	0.218466063	0.215955511	-0.147241258	-0.493201185
VCA0201	-0.17928422	0.530031238	0.304246103	0.309898683	0.157919887	0.148692628	-0.067280419
VCA0203	-0.133293234	0.944409848	0.364583838	0.45779767	0.545624014	0.09405662	0.467149298
VCA0204	-0.208581264	-0.144325585	-0.143363795	0.016905983	-0.395821046	-0.176513833	0.163393133
VCA0205	0.280487072	0.097414001	-0.023681335	0.091638089	0.092718945	0.283983661	0.316269921
VCA0206	-0.054846773	0.144722869	-0.089616545	-0.050720309	0.407062752	-0.187904478	0.279901601
VCA0207	-0.057876565	-0.376643167	-0.565107413	-0.375956982	-0.381929545	-0.315001205	0.141599499
VCA0208	-0.12500137	0.133210738	0.219533665	0.050302608	-0.078153431	0.20549559	0.007159127
VCA0209	-0.217688828	0.243435922	0.216417585	0.255786906	0.003666366	0.213657418	0.274066516
VCA0210	0.084205337	-0.038371229	0.044846966	-0.294333795	-0.604555304	-0.025553509	-0.229449451
VCA0211	-0.079634169	-0.02722354	-0.132787165	0.033081666	0.830423987	0.089183983	0.021356496
VCA0212	-0.08025173	0.008808242	0.022126035	-0.002955274	-0.125365579	0.077880774	-0.122024135
VCA0213	0.009794461	-0.176397984	-0.278055541	-0.171541029	0.314241077	-0.080788141	-0.09420736
VCA0214	0.975613213	-0.008665348	-0.07140555	-0.180925561	0.383577306	0.095698764	0.074092648
VCA0215	-0.194335279	0.344857339	0.038203008	-0.478132101	-0.529590905	-0.052329499	-0.061725488
VCA0216	-0.007957011	0.244853619	0.055327801	-0.039770455	0.369805023	0.187793968	0.371500867
VCA0217	0.08901917	-0.240159061	-0.073597307	-0.1953176	0.268317958	-0.189587757	-0.1622398
VCA0218	0.930831753	-0.839898664	-0.776300709	-1.168790823	-0.524054741	-0.134234329	-0.48913031
VCA0219	1.592916694	-2.113792365	-1.755556538	-2.233297718	0.799887179	0.735060501	0.40731464
VCA0220	0.287433413	0.002013317	-0.307478396	-0.276223179	-0.125116109	0.197697549	-0.141449331
VCA0221	0.035466915	-0.151897745	-0.042202893	-0.036612985	-0.17947266	-0.135972528	-0.011829306
VCA0222	0.660445591	0.146072887	0.179296639	-0.027352463	-0.323534463	0.270761542	-0.090818974
VCA0223	0.195857499	-0.463254941	-0.32132914	-0.648069704	-0.607857003	0.027392431	-0.794225774
VCA0224	0.290030889	0.009646273	-0.068081107	-0.186814002	-0.272828418	0.145191476	-0.16598989
VCA0225	0.315252432	0.093231492	-0.148530314	-0.342836867	0.295182765	0.01219925	0.209420225
VCA0226	-0.163747634	0.216468335	-0.094888861	-0.2404608	-0.336675595	-0.002658509	0.00275956
VCA0227	-0.280779157	0.083581597	0.007860191	0.014093514	0.373758792	-0.020372989	-0.100134321
VCA0228	-0.28546163	0.28207707	0.143619076	0.083815323	0.56090288	0.001102369	0.34485004
VCA0229	-0.368764004	0.20369479	0.142910797	0.207044555	0.389171689	-0.082047213	0.597963758
VCA0230	-0.287642138	0.167722029	0.059020354	-0.134738656	0.302904304	0.122742518	0.020114716
VCA0231	0.240524102	-0.061056879	-0.150715828	-0.161525365	-0.300233201	-0.187646794	0.355072824
VCA0232	-0.061402661	0.055276209	0.018597973	-0.189469114	-0.24563944	0.158550468	0.836050781
VCA0233	0.700638889	-0.100570987	0.079361134	-0.190903817	-0.060499327	-0.166455313	-0.401632135
VCA0234	-0.035234408	-0.44347172	0.173996818	-0.009837729	0.094567396	0.304737944	-1.405871762
VCA0235	-0.370558733	0.033361079	-0.307075262	-0.290053461	0.081035841	0.081961353	0.192864459
VCA0236	-0.960270841	-0.009794964	-0.337897688	-0.444316111	0.170142151	-0.100024405	0.69285303
VCA0237	0.725634081	-0.437886776	-0.05792763	-0.492753693	-1.402810607	0.365596516	-0.242989465
VCA0238	0.124942214	-0.900929577	-0.587331288	-1.233333915	-1.357492911	-0.008504586	-1.204991469
VCA0239	0.215808132	-0.706876645	-0.527035174	-1.074372559	-0.831497299	-0.21611752	-0.509711517
VCA0240	-0.130676802	-0.048909864	-0.091729553	-0.128862511	-0.108700604	-0.146657972	-0.143872933
VCA0241	-0.085869243	0.608425752	0.292481375	0.324029392	0.73348067	0.148014349	0.70249273
VCA0242	-0.241026533	-0.342049467	-0.102752582	-0.319816785	0.5790327	-0.118235916	0.605324811
VCA0243	-0.462044728	0.02447487	0.074033693	-0.026450396	0.136913171	0.194125392	-0.310977681
VCA0244	0.051479072	-0.482539642	-0.39482407	-0.561561057	-0.206104911	-0.298856812	0.729272474
VCA0245	0.011601823	0.075041996	-0.037536173	-0.040445976	0.114308844	-0.030648193	6.29852E-05
VCA0246	0.059399293	0.05355826	-0.120860768	-0.131289121	-0.969046728	0.150445042	0.261323646
VCA0247	0.272601213	0.181680924	0.008812792	0.121880062	0.354454425	0.012078181	-0.156069658
VCA0248	-0.140139603	0.078175505	-0.160044962	0.049970107	-0.151802213	-0.034099093	-0.232256027
VCA0249	-0.10961638	0.102659758	-0.147533421	-0.065789463	-0.226888896	0.136715121	-0.195045058
VCA0250	0.071835466	0.136719227	-0.391223207	-0.220491201	0.18058812	-0.337579755	-0.197416059
VCA0251	0.029898725	-0.444719628	-0.286751048	-0.15623074	-0.893095739	-0.277180649	0.87221377
VCA0252	0.211622809	0.069249671	0.323324686	0.042197465	-0.008151895	-0.057050581	0.195507923
VCA0253	-0.048035836	-0.11372548	0.229619907	-0.137689768	-0.159082558	0.262526501	0.204418726
VCA0254	0.037292072	1.123952345	-0.252419941	-0.260672615	-1.767484546	-0.140843414	-0.604836976
VCA0255	0.086001768	0.098792363	-0.017882774	-0.238135378	-0.093908511	0.133528889	0.424211403
VCA0256	0.02331227	-0.251250842	0.13658085	0.088157468	-0.483548273	0.075380845	0.36543589
VCA0257	0.549079908	-0.096390629	-0.193844162	-0.352706591	-0.385037827	-0.1748695	-0.047821744
VCA0258	0.507030228	-0.546453497	-0.197499656	-0.391314946	-0.697478361	-0.013156976	-0.225662512
VCA0259	-0.417876417	-0.134998409	-1.003734508	-0.720035175	-1.219805837	-0.427308096	-1.045091943
VCA0260	-0.18507256	-0.021190192	-0.082489035	0.001688544	-1.004415624	0.204686314	-0.148464232
VCA0261	-0.154059469	0.32384662	-0.072621079	0.137653204	-0.191512764	0.204135104	-0.072989961
VCA0262	-0.110324692	0.094472168	0.01375522	0.14642374	-0.110867437	-0.196445946	0.235040011
VCA0263	-0.261890588	0.122811988	-0.048510977	-0.080784289	-0.335625148	0.184143946	-0.389239245
VCA0264	1.74803113	0.436727953	-0.237565421	-0.177680919	1.401376179	0.198995912	0.382307977
VCA0265	0.424980618	-0.236193073	-0.008644229	0.024524995	-0.021160204	-0.030118479	0.614701651
VCA0266	0.708413399	-0.010890246	0.07323465	0.233654213	0.124998802	-0.007837957	0.644434168
VCA0267	0.1606604	0.272671606	0.137883038	0.367561087	0.770086506	0.163434005	0.164404501
VCA0268	0.319637362	0.056540763	-0.164946799	-0.148213414	-0.017116869	0.078001916	-0.117818405
VCA0269	0.126332542	-0.242060999	0.239973379	0.233042576	-0.149880892	0.103211422	0.337138194
VCA0270	0.230219811	-0.128474345	-0.02610763	-0.106489524	-0.491459251	0.12333576	0.241161631
VCA0271	0.551743806	-0.20174737	-0.09292334	-0.306468606	-0.072830663	0.066885886	-0.232414196
VCA0272	0.045254725	0.222568719	0.069805737	-0.183345258	1.170828758	0.255478194	-0.621966559
VCA0273	-0.240396002	1.508245368	-0.201999695	0.567461349	0.883059177	-0.156932178	#DIV/0!
VCA0274	0.22920474	-0.133173455	-0.356703006	-0.195126503	-0.262536913	-0.248351591	-0.228238092
VCA0276	1.205594581	-0.402401685	-0.427246786	-0.657992751	0.524967276	0.41387341	-0.013305495
VCA0277	1.136755603	-0.920175793	-0.981269037	-0.607289575	0.067137572	-0.182661696	-0.729116499
VCA0278	0.830806607	-0.280755666	-0.613773444	-0.514515878	-0.156922784	0.856173572	-0.488428344
VCA0279	1.04757078	0.140502683	-0.188835506	-0.16250556	-0.314863124	-0.02224301	-0.099024131
VCA0280	1.532062844	-0.619426701	-0.7053559	-0.441588625	-0.249868131	0.405407036	-0.574880336
VCA0281	0.358356742	0.18740978	-0.008059013	-0.097075435	0.266868985	0.103671113	-0.316917857
VCA0282	0.093410342	0.118967608	-0.113243003	0.145814873	0.413381899	0.064799591	0.135852868
VCA0283	-0.19965068	0.579667628	0.281364573	0.293621653	-0.081655416	0.167046086	-0.985321948
VCA0284	-0.143275735	0.720908123	0.450548835	0.320937896	0.397003456	-0.025355408	-0.031977648
VCA0285	-0.159353126	0.289362612	0.083477011	0.077882902	-0.355533009	0.229529052	0.161631884
VCA0286	-0.141258028	0.533491115	0.298377992	0.314597709	0.102279592	-0.035772653	-0.203783492
VCA0287	-0.501231757	0.247914697	-0.190893711	-0.051953913	-0.112693832	-0.187182031	-0.336336265
VCA0288	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
VCA0289	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
VCA0290	-0.123410602	-0.271969455	0.071166633	-0.272667821	-0.139644114	-0.109123678	-0.287896977
VCA0291	1.278115186	-0.201384524	-0.017288455	-0.098466178	-0.825982026	-0.119689855	0.14012607
VCA0292	0.279901508	0.669201983	0.723157529	0.725743778	0.384490728	0.679305295	0.338225688
VCA0293	-0.259662413	0.429963719	0.15207763	0.331610927	0.211293604	0.263556248	0.478604001
VCA0294	-0.805980789	0.22357517	-0.055784711	0.076703715	-0.577568401	-0.109847102	0.778973902
VCA0295	-0.499715255	0.841438271	0.307943497	0.57590308	0.22699172	0.669630063	0.032763096
VCA0296	-0.877860246	2.984169872	-1.142017152	-1.103936556	-0.977742373	-0.733158889	-1.080813828
VCA0297	-0.309098375	0.7495727	0.385564044	0.533116734	0.105623236	0.248034197	-0.214044401
VCA0298	-0.404370748	0.666333141	0.420301188	0.536656504	-0.1267049	0.848897407	-0.354276856
VCA0299	-0.027921745	0.569335326	0.49039682	0.605915086	-0.05590146	0.257187256	-0.031568967
VCA0300	-0.301730286	0.458134422	0.203019256	0.375814607	-0.079331374	0.348760851	-0.384137951
VCA0301	0.02532083	0.905302763	0.342160989	0.41357492	-0.213575792	4.35808E-05	-0.328891179
VCA0302	-0.241067969	0.520752041	0.313845575	0.281533717	-0.059017648	0.222121646	-0.089712597
VCA0303	-0.147782246	0.498493212	0.284122837	0.452617318	-0.04493368	-0.113634153	-0.256200296
VCA0304	0.107552616	0.793767803	0.536976979	0.416596847	0.153870199	0.470785425	-0.235473439
VCA0305	-0.308320656	-0.54803263	-0.263590137	-0.064974984	0.187238259	-0.07458749	0.2276474
VCA0306	-0.251356722	0.588382938	0.252687043	0.40666021	0.13415903	0.142001552	-0.296817665
VCA0307	0.006405492	0.65146222	0.483583829	0.686758871	0.455771823	0.099926449	-0.281645684
VCA0308	-0.212102485	0.459296275	0.211115041	0.461773039	0.429473809	-0.081785853	-0.249579229
VCA0309	-0.361826312	0.411383477	0.078019747	0.291957932	0.364052544	0.066141858	-0.344516828
VCA0310	-0.472268562	0.550049625	0.159950311	0.337256877	0.18626008	0.158728761	-0.136221795
VCA0311	-0.237482233	0.410558051	0.411830656	0.295506599	0.07083373	-0.00469161	-0.092054328
VCA0312	-0.079223179	0.130857443	0.15113836	0.121113286	0.064816146	-0.039589537	0.007195428
VCA0313	-0.402306914	0.273417811	0.270031634	0.155572827	-0.013056058	0.370196894	-0.006208908
VCA0314	-0.369314898	0.665093762	0.51260347	0.369019805	0.165356968	0.172688738	-0.39015706
VCA0316	-0.266995442	0.522884641	0.310348686	0.415675558	0.035449031	0.161674132	-0.066012595
VCA0317	-0.050173454	0.865089208	0.341239432	0.597530749	0.490433967	0.164827659	-0.14489861
VCA0318	-0.150136139	0.288176626	0.262380483	0.20359679	0.001317586	-0.063618023	-0.365411476
VCA0319	-0.075399226	0.040367358	0.159468498	0.013317108	0.075438114	-0.305778284	-0.445492554
VCA0320	-0.133831342	0.15885949	0.227225836	0.020286912	0.468098225	0.083601477	0.712449647
VCA0321	-0.550337735	0.46184018	0.242070768	0.271985274	0.904831269	2.326165964	-0.533240754
VCA0322	0.209078906	0.460129103	0.300912104	0.474231937	0.056679768	-0.093308054	-0.50091928
VCA0323	-0.187463356	0.134536713	0.199579984	0.135897051	-0.010042471	-0.195178369	-0.239917927
VCA0324	-0.124469057	0.015486077	-0.02715158	0.098259759	0.021264697	-0.437880958	-0.279610317
VCA0325	-0.504798271	0.764997456	0.527885474	0.366979246	-0.104379397	0.267385712	-0.368339207
VCA0326	-0.275699408	0.783045553	0.172265177	-0.393671424	-0.102196073	-0.939277748	0.36600015
VCA0327	-0.475589693	0.77801733	0.322234584	0.361769422	-0.03666223	0.220243187	-0.32168288
VCA0328	-0.36999585	0.545233887	0.218706416	0.428451538	-0.241874416	1.035262488	-0.729150177
VCA0330	-0.445395511	0.800499803	0.654138266	0.632676988	-0.498509088	0.333097548	-0.473875119
VCA0331	-0.334230689	0.9342586	0.61783397	0.669474235	-0.247357263	0.815256233	-0.439173031
VCA0332	-0.077516486	0.209089137	0.236281699	0.318700019	1.464275391	0.870950239	0.340634495
VCA0333	-0.320645782	0.304434542	-0.028033173	0.131827202	-0.189569664	-0.32026557	-0.166305891
VCA0334	-0.213098831	-0.727184944	-0.085584613	-0.348825888	0.229611255	-0.003389855	0.062409585
VCA0337	0.328740668	0.675776776	0.457507885	0.637364955	0.155463232	-0.160435098	-0.448413495
VCA0338	-0.165927183	0.481369613	0.298324711	0.247188853	-0.112671868	0.239802826	-0.431779159
VCA0339	-0.744133871	0.405842021	0.895758134	0.152519228	-0.016513748	0.318583606	-0.617371085
VCA0340	-0.513900645	0.448998859	0.249928835	0.397086222	-0.581316497	0.05036907	-0.712058824
VCA0342	-0.44866552	-0.061889803	-0.089370585	-0.220610023	1.59875169	-0.148970255	1.981118765
VCA0344	0.362711878	0.214099809	0.521569615	0.456860651	0.020961302	0.294655356	-0.200711717
VCA0345	0.20043463	0.365671787	0.136295772	0.233041204	-0.2540765	0.206572085	-1.2003077
VCA0346	0.639629419	0.376196372	0.41696203	0.585230097	0.440569128	0.140861758	-0.260567276
VCA0347	-0.086326728	0.654006656	0.45414691	0.48798436	0.286056632	-0.007348402	-0.274252334
VCA0348	-0.040825774	0.222428395	0.291619682	0.2046566	-0.030396639	-0.155911099	-0.533464652
VCA0349	-0.171915181	0.129972312	0.127596846	0.179776371	0.062442605	-0.230293845	-0.354176645
VCA0350	-0.042913595	0.634927056	0.306982434	0.594994095	0.492833366	0.123778422	-0.166728598
VCA0351	-0.194109742	-0.033641333	0.445222755	0.256943969	-0.319340332	0.326091947	-0.029416862
VCA0354	-0.193437974	0.469453286	0.328440795	0.421079286	-0.224700652	0.022258034	0.437994603
VCA0355	0.259006309	0.554975699	0.314901784	0.439044857	-0.033783714	-0.096589485	-0.090262964
VCA0356	0.027406731	0.671510196	0.355662241	0.558712807	0.259203951	-0.030891525	-0.326984344
VCA0357	-0.270207499	0.909246846	0.376980723	0.480636164	0.083919607	0.323563814	-0.321305357
VCA0358	0.047500322	0.879366455	0.497381888	0.607922177	0.431294886	0.230778711	-0.323305371
VCA0359	-0.129161541	0.280336764	0.192757221	0.213716095	-0.141209836	-0.126884641	-0.157177125
VCA0360	-0.159574403	0.074354433	-0.013669388	-0.014795867	-0.273777511	-0.329855074	-0.505459345
VCA0361	-0.104027973	0.875531472	0.706452572	0.759939113	0.356540135	0.21180706	-0.115166701
VCA0362	-0.198833878	0.261005169	0.144010385	0.448104527	0.250399102	-0.081270717	0.028764431
VCA0363	-0.017551734	0.990037624	0.58895142	0.723647924	1.184391955	-0.072553365	-0.043055521
VCA0366	-0.132696349	-0.081828341	0.092434644	0.007165819	0.330501715	-0.178175714	-0.036898464
VCA0367	-0.171381298	0.816272006	0.353765937	0.772676666	0.291798279	0.004303407	-0.11179195
VCA0368	-0.296332865	0.814793164	0.474087103	0.57617881	0.44291808	0.347022378	-0.187675956
VCA0373	-0.179115248	0.662034541	0.152640803	0.389985065	0.483657967	-0.269698641	0.667287534
VCA0374	0.069591785	0.172515229	0.408938516	0.375634457	-0.240521176	0.055888372	0.559479537
VCA0375	-0.067816219	0.085885119	-0.009132354	0.112078537	-0.403041979	1.395451747	0.477440608
VCA0376	-0.645635545	0.629400692	0.45434566	0.450915229	-0.358143674	0.355610767	-0.820610815
VCA0377	0.16431642	0.229404054	0.609069435	-0.055614114	-0.070066611	-0.208652445	-0.271481094
VCA0378	-0.304149532	0.913355872	0.293530497	0.559112995	0.036375398	0.311453899	-0.439791486
VCA0379	-0.320696373	0.39582514	0.277041732	0.291913597	-0.391033951	0.297190588	-0.287889113
VCA0380	-1.924710154	-0.443745124	-0.651969361	-0.918342688	-0.89163263	-0.586282488	-1.425010345
VCA0381	-0.174419941	0.686245644	0.317547705	0.477468293	0.112934863	0.209022875	-0.151756747
VCA0382	-0.025626779	0.63164166	0.265951641	0.497868058	-0.14241368	0.42738222	-0.360565927
VCA0383	0.751289007	0.457842127	-0.099528519	0.471108493	-0.43118929	-0.549809407	-0.744398356
VCA0384	-0.171532744	0.842888579	0.384561661	0.588033573	0.252370095	-0.054105817	-0.005861393
VCA0387	-0.134111523	0.437557223	0.619125958	0.317054448	0.392458448	1.205820433	0.966630442
VCA0388	-0.392476439	0.459466499	0.420047705	0.359466842	-0.088224264	0.021708935	-0.055310391
VCA0389	-0.557911987	0.679566765	0.241756767	0.353097029	-0.04929204	0.131574339	-0.364512308
VCA0390	-0.472570555	0.739034115	0.232443021	0.361744994	0.093525729	0.131934336	-0.415721199
VCA0391	-0.206398987	0.67090468	0.131699455	0.272940126	0.138901982	-0.212985255	-0.176555516
VCA0392	-0.231677542	0.085701637	-0.007980034	0.02604399	0.001101177	-0.283330388	-0.434576801
VCA0393	-0.310770017	0.576168811	0.21167373	0.283875932	0.099408903	0.09868201	-0.420694931
VCA0394	-0.444927289	0.662484997	0.301106842	0.379526894	0.001939563	0.163945391	-0.318498161
VCA0395	0.205588753	0.706347012	0.206653995	0.439113281	0.03601733	0.227032388	-0.508188739
VCA0396	-0.083018582	0.580459471	0.596850231	0.402850767	0.426070012	0.203844677	-0.306159571
VCA0397	-0.170716286	0.660805924	0.079802367	0.2615954	0.030008593	0.370676126	-0.612768933
VCA0398	-0.012034083	0.739337413	0.646124212	0.584205832	0.258044789	0.307240697	0.043118371
VCA0399	0.118179759	0.626454764	0.372847956	0.325910847	0.0883672	0.456860743	-0.19576507
VCA0400	-0.217656375	0.377542618	0.100741604	0.195336455	-0.35484354	0.5325177	-0.570164427
VCA0401	-0.603069264	0.722029383	0.516391707	0.492870786	-0.020460869	0.103682274	-0.343479712
VCA0402	-0.277446769	0.671166428	0.582116258	0.440704255	0.321353425	0.271854108	0.062467517
VCA0403	0.170186342	0.257757418	0.271531218	0.147782317	0.212235814	0.368360305	0.248714153
VCA0404	0.216222589	1.119095939	-0.376282542	-0.47016445	-0.506605465	-0.60767333	#DIV/0!
VCA0405	0.215214689	0.544363581	0.188008598	0.653985356	0.750246967	0.14071782	-0.024624682
VCA0406	0.04110741	0.751230339	0.305110111	0.766230059	0.668827156	0.796229796	-0.10767019
VCA0407	-0.313201366	0.721220105	0.487599836	0.57965847	0.142745002	0.442891339	-0.195588614
VCA0408	0.108437897	1.057632822	0.467582167	0.750993233	0.521150672	0.574256184	-0.146576605
VCA0409	-0.511971846	-0.257186063	-0.360878065	0.321116123	-0.286574336	0.185257987	-0.889532974
